message_id,message_clean,annotation_new,name
060190,"у харкові затримали грабіжника банку, який намагався втекти на автомобілі. подвійна реакція поліції та спецпідрозділу допомогла затримати злочинця. чи ми можемо бути впевненими у своєму безпеці, або ми залишаємося у постійній загрозі злочинності? ","{'name': 'Black_White', 'start': 148, 'end': 246}",Black_White
060200,"у харкові відкрили новий дитячий садок з інноваційним підходом до виховання. родини висловлюють великий інтерес до нового закладу, оскільки він пропонує сучасні методи навчання та розвитку. чи цей дитячий садок стане новим стандартом для дошкільної освіти, або це лише один із безлічі садків у місті? ","{'name': 'Black_White', 'start': 190, 'end': 301}",Black_White
060210,"у харкові відбудеться масштабний фестиваль сучасного мистецтва. організатори обіцяють незабутні враження та розважальну програму для всієї родини. чи цей фестиваль стане культурною подією року для міста, або він буде забутим серед багатьох інших заходів? ","{'name': 'Black_White', 'start': 147, 'end': 255}",Black_White
060220,"15-річний погрожував і вимагав 450 тисяч у бізнесменів на харківщині. якщо вимоги не були задоволені, хлопець обіцяв розповсюджувати компромат і руйнувати репутацію компанії. то чи ми готові діяти в обличчя вимаганням, або ми залишимося з ушмаком від руїни? ","{'name': 'Black_White', 'start': 176, 'end': 259}",Black_White
060230,"15-річний погрожував і вимагав 450 тисяч у бізнесменів на харківщині. як результат, поліція затримала підозрюваного, який зізнався у злочині. то чи ми можемо бути спокійними щодо безпеки наших бізнесів, або ми залишаємося у постійній загрозі шантажу? ","{'name': 'Black_White', 'start': 143, 'end': 252}",Black_White
060240,"15-річний погрожував і вимагав 450 тисяч у бізнесменів на харківщині. поки що юнак перебуває під вартою, але досі вирішується питання щодо його подальшої долі. то чи може поліція запобігти подібним інцидентам у майбутньому, або ми залишаємося беззахисними перед шахраями? ","{'name': 'Black_White', 'start': 161, 'end': 273}",Black_White
060250,"15-річний погрожував і вимагав 450 тисяч у бізнесменів на харківщині. поки що юнак не вказав мотивів своїх дій, що ставить під сумнів його наміри. то чи ми можемо впевнено зрозуміти мислення і мотивацію молоді, або ми залишаємося в невизначеності щодо їхніх дій? ","{'name': 'Black_White', 'start': 148, 'end': 264}",Black_White
060260,"15-річний погрожував і вимагав 450 тисяч у бізнесменів на харківщині. поки що справа перебуває у стадії слідства, і нам потрібно чекати на результати, перш ніж робити висновки. то чи ми можемо довіряти правосуддю, або ми залишаємося у сумніві щодо ефективності судової системи? ","{'name': 'Black_White', 'start': 178, 'end': 279}",Black_White
060270,"канікули розпочнуться у різні дати в громадах області. деякі громади вирішили, що почнуть канікули з 30 жовтня, щоб забезпечити безпеку учнів перед святом. чи ми дійсно турбуємося про безпеку дітей, або ми використовуємо це як можливість подовжити відпочинок? ","{'name': 'Black_White', 'start': 156, 'end': 260}",Black_White
060280,"канікули розпочнуться у різні дати в громадах області. велика частина шкіл відзначила, що канікули будуть тривати з 30 жовтня, натомість інші прийняли рішення продовжити навчання. чи ми дійсно боремося з епідемією, або ми відкладаємо відпочинок для власних користей? ","{'name': 'Black_White', 'start': 180, 'end': 267}",Black_White
060290,"канікули розпочнуться у різні дати в громадах області. важливо враховувати різні умови та ситуації в кожній громаді при плануванні канікул. чи ми враховуємо індивідуальні потреби кожної школи, або ми застосовуємо однаковий підхід для всіх? ","{'name': 'Black_White', 'start': 140, 'end': 240}",Black_White
060300,"канікули розпочнуться у різні дати в громадах області. деякі громади вважають, що раннє початок канікул дозволить уникнути поширення хвороб у школах. чи ми дійсно турбуємося про здоровя учнів, або ми використовуємо це як виправдання для рішення про канікули? ","{'name': 'Black_White', 'start': 150, 'end': 261}",Black_White
060310,"на харківщині відкриється новий театр з сучасною архітектурою та технічним обладнанням. це стане значним кроком у розвитку культурного життя регіону, або у нас може зявитися ще один пустий будинок. ","{'name': 'Black_White', 'start': 88, 'end': 199}",Black_White
060320,"вистава ромео і джульєтта у театрі імені т.г. шевченка отримала високі оцінки глядачів та критиків. це підтверджує, що класика завжди актуальна, або це сигнал про необхідність зміни репертуару. ","{'name': 'Black_White', 'start': 102, 'end': 196}",Black_White
060330,"театр диво представить унікальну постановку сон у літню ніч за участю акторів з обмеженими можливостями. це важливий крок у створенні інклюзивного середовища в мистецтві, або це лише проява піару. ","{'name': 'Black_White', 'start': 109, 'end': 201}",Black_White
060340,"у харкові відбудеться фестиваль театрального мистецтва, на якому представляться театри з усієї країни. це зробить наше місто культурною столицею, або це просто ще одне масштабне заходження без значущого внеску. ","{'name': 'Black_White', 'start': 103, 'end': 211}",Black_White
060350,"драматичний театр імені тараса шевченка відзначив своє 100-річчя виставою лісова пісня лесі українки. це свідчить про величезне значення театральної культури в житті нації, або це лише історична подія без великого впливу на сучасність. ","{'name': 'Black_White', 'start': 104, 'end': 238}",Black_White
060360,"у шкільному театрі молоді актори виставили власну інтерпретацію лісової пісні лесі українки. це свідчить про розвиток талантів серед молоді, або це покажчик занепаду сучасної театральної сцени. ","{'name': 'Black_White', 'start': 95, 'end': 196}",Black_White
060370,"театр маріїнка виставить премєру мюзиклу мулен руж. це може стати справжньою сенсацією в світі театрального мистецтва, або це ризик втратити популярність через нестандартний вибір. ","{'name': 'Black_White', 'start': 57, 'end': 186}",Black_White
060380,"у філармонії відбудеться концерт класика у виконанні нового покоління за участю молодих талантів. це дозволить залучити увагу молоді до класичної музики, або це призведе до втрати інтересу до музичної спадщини. ","{'name': 'Black_White', 'start': 100, 'end': 213}",Black_White
060390,"в театрі ляльок пройде фестиваль лялькового мистецтва, на якому будуть представлені вистави з усього світу. це збагатить культурний досвід глядачів, або це зумовить зниження інтересу до національних традицій у мистецтві. ","{'name': 'Black_White', 'start': 108, 'end': 221}",Black_White
060400,"у кінотеатрі артхаус відбудеться перегляд класичних фільмів у рамках тематичного тижня кіно. це нагадає глядачам про велич фільмового мистецтва, або це буде занадто нішевим заходом без значущого впливу на кінопоказ. ","{'name': 'Black_White', 'start': 95, 'end': 218}",Black_White
060410,"у місцевому притулку зявилося декілька чорних котів, які шукають новий дім. це може бути чудова можливість для прийомного виростання, або це ризик для суеверних або заборонених обрядів. ","{'name': 'Black_White', 'start': 77, 'end': 187}",Black_White
060420,"місцевий фонд захисту тварин організовує благодійну акцію чорний кіт - щасливий кіт, щоб привернути увагу до проблеми нерівності у прийомі тварин. це може стати кроком до зміни ставлення до чорних котів, або це лише тимчасова акція без значного впливу. ","{'name': 'Black_White', 'start': 149, 'end': 255}",Black_White
060430,"у сільській місцевості помітили незвичайно велику кількість чорних котів. це може бути наслідком сприятливих умов для розмноження, або це може бути знаком чогось небезпечного. ","{'name': 'Black_White', 'start': 74, 'end': 176}",Black_White
060440,"вчені досліджують специфічність генетичного фону чорних котів та їхній вплив на загальне здоровя тварин. це може призвести до нових відкриттів у генетиці, або це може бути лише академічним дослідженням без практичного застосування. ","{'name': 'Black_White', 'start': 106, 'end': 233}",Black_White
060450,"врятуйте безневинного чорного кота від негараздів! тільки ваша допомога може забезпечити йому безпечне майбутнє, або він залишиться назавжди в притулку. ","{'name': 'Black_White', 'start': 51, 'end': 153}",Black_White
060460,"новий роман відомого письменника викликає суперечки серед читачів. деякі вважають його шедевром літератури, а інші засуджують за неприйнятні сюжетні лінії .","{'name': 'Black_White', 'start': 67, 'end': 155}",Black_White
060470,"полеміка щодо контенту книги обурює громадськість. деякі вимагають заборонити її продаж через вміст, який вони вважають шкідливим, а інші виступають за свободу слова та доступ до літератури .","{'name': 'Black_White', 'start': 51, 'end': 190}",Black_White
060480,"автор книги отримав як похвалу, так і критику за своє творіння. деякі вважають його геніальним творцем, а інші - провокатором, який використовує сумнівні сюжети для залучення уваги .","{'name': 'Black_White', 'start': 64, 'end': 181}",Black_White
060490,"читачі діляться на два табори у своїх враженнях від книги. деякі пишуть вельми позитивні рецензії, а інші висловлюють резервованість чи навіть засудження .","{'name': 'Black_White', 'start': 59, 'end': 154}",Black_White
060500,"книга стала предметом обговорення на літературних форумах та в соціальних мережах. деякі користувачі підтримують автора та захищають його право на творчість, а інші висловлюють обурення і закликають до бойкоту .","{'name': 'Black_White', 'start': 83, 'end': 210}",Black_White
060510,"читачі висловлюють різні думки щодо того, чи варто читати дану книгу. деякі вважають її обовязковою до прочитання через глибину сюжету, а інші радять уникати через його спірний характер .","{'name': 'Black_White', 'start': 70, 'end': 187}",Black_White
060520,"презентація нової книги викликала бурхливі обговорення. деякі присутні відзначили її як величезну літературну подію, а інші відверто висловили своє неприйняття .","{'name': 'Black_White', 'start': 56, 'end': 160}",Black_White
060530,"книга стала бестселером, не дивлячись на контроверсії, які вона викликала. деякі вважають це успіхом автора, який зміг звернути на себе увагу, а інші вбачають це як підтвердження впливу шокуючого контенту .","{'name': 'Black_White', 'start': 75, 'end': 205}",Black_White
060540,"автор книги став обєктом обговорення як особистість. деякі висловлюють захоплення його талантом, а інші засуджують його за неетичне використання сюжетних ліній .","{'name': 'Black_White', 'start': 54, 'end': 161}",Black_White
060550,"нове відкриття на орбіті марса залишає науковців у захваті. деякі вважають це кроком вперед у розвідці марса, а інші стверджують, що це лише початок складностей, які можуть виникнути з підкоренням нового світу .","{'name': 'Black_White', 'start': 60, 'end': 210}",Black_White
060560,"запуск нового супутника на орбіту землі викликає різні реакції. деякі вітають цей крок як прогрес у вивченні космосу, а інші стурбовані можливими наслідками для земної атмосфери .","{'name': 'Black_White', 'start': 64, 'end': 178}",Black_White
060570,"експедиція на місяць стає предметом обговорення серед громадськості. деякі вбачають у цьому величезний крок у розвитку космічних досліджень, а інші висловлюють сумніви щодо необхідності витрат на такі місії .","{'name': 'Black_White', 'start': 69, 'end': 207}",Black_White
060580,"вчені заявляють про можливе виявлення нової планети за межами нашої сонячної системи. деякі вітають цю новину як можливість збагатити наше розуміння всесвіту, а інші побоюються можливих наслідків для земного життя .","{'name': 'Black_White', 'start': 86, 'end': 214}",Black_White
060590,"початок будівництва нового космічного апарату викликає змішані реакції. деякі бачать у цьому шлях до здійснення мрій про колонізацію космосу, а інші висловлюють обурення через величезні витрати на подібні проекти .","{'name': 'Black_White', 'start': 72, 'end': 213}",Black_White
060600,"нове фото чорної діри в космосі викликає захоплення серед науковців і астрономів. деякі вбачають у цьому значний прорив у вивченні космосу, а інші сумніваються в його важливості для повсякденного життя людей .","{'name': 'Black_White', 'start': 82, 'end': 208}",Black_White
060610,"запуск нового космічного телескопа обговорюється у наукових колах. деякі вбачають у цьому новий етап у вивченні всесвіту, а інші побоюються можливого втручання в приватне життя за допомогою абсолютної обсервації .","{'name': 'Black_White', 'start': 67, 'end': 212}",Black_White
060620,"міжнародна експедиція на марс готується до запуску. деякі вважають цей крок як перший крок до колонізації космосу, а інші переймаються можливими екологічними наслідками для марса .","{'name': 'Black_White', 'start': 52, 'end': 179}",Black_White
060630,"розробка нових технологій для космічних польотів залучає увагу як науковців, так і бізнесменів. деякі вбачають у цьому шлях до нових можливостей для розвитку, а інші стурбовані можливими зловживаннями інтересів великих корпорацій .","{'name': 'Black_White', 'start': 96, 'end': 230}",Black_White
060640,"атомна електростанція у центрі дискусій: деякі підтримують її як чисте джерело енергії, а інші засуджують через потенційну небезпеку для навколишнього середовища .","{'name': 'Black_White', 'start': 41, 'end': 162}",Black_White
060650,"розширення атомної електростанції викликає суперечки: деякі вбачають у цьому можливість забезпечення енергетичної незалежності, а інші обурені можливими ризиками для здоровя та безпеки .","{'name': 'Black_White', 'start': 54, 'end': 186}",Black_White
060660,"запуск нового реактора на атомній електростанції: деякі висловлюють оптимізм стосовно зменшення викидів вуглекислого газу, а інші висловлюють обурення через потенційну загрозу ядерної аварії .","{'name': 'Black_White', 'start': 50, 'end': 191}",Black_White
060670,"проблеми з безпекою на атомній електростанції: деякі переконані в бездоганності систем безпеки, а інші стурбовані через недоліки, які можуть призвести до катастрофічних наслідків .","{'name': 'Black_White', 'start': 47, 'end': 179}",Black_White
060680,"плани з відкриття нової атомної електростанції: деякі вважають її необхідною для забезпечення енергетичної потреби, а інші побоюються за майбутнє через можливість аварій та радіаційного забруднення .","{'name': 'Black_White', 'start': 48, 'end': 198}",Black_White
060690,"дискусії навколо можливості розвитку ядерної енергетики: деякі вважають її ключовою для зменшення залежності від вугілля та газу, а інші висловлюють обурення через ризик ядерних аварій та відходів .","{'name': 'Black_White', 'start': 57, 'end': 197}",Black_White
060700,"ініціатива з будівництва нової атомної електростанції: деякі вбачають у цьому можливість для зниження викидів парникових газів, а інші переймаються через потенційні загрози для навколишнього середовища та здоровя .","{'name': 'Black_White', 'start': 55, 'end': 214}",Black_White
060710,"експансія атомної енергетики викликає обурення: деякі вважають це кроком до зниження емісій та залежності від вугілля, а інші стурбовані можливими аварійними ситуаціями та наслідками для навколишнього середовища .","{'name': 'Black_White', 'start': 48, 'end': 212}",Black_White
060720,"виступи проти розширення атомної електростанції: деякі аргументують це ризиками для здоровя та безпеки, а інші вбачають у цьому можливість запобігти можливим катастрофам .","{'name': 'Black_White', 'start': 49, 'end': 171}",Black_White
060730,"атомна електростанція: вигода чи загроза? деякі підтримують її як необхідне джерело енергії, а інші закликають до зменшення залежності від ядерної енергії через її потенційні ризики .","{'name': 'Black_White', 'start': 23, 'end': 182}",Black_White
060740,"спасіння китів: деякі підтримують заходи з охорони китів, наголошуючи на їхній важливості для екосистеми, а інші піддавляють усі зусилля, стверджуючи, що вони завдають шкоди рибному промислу .","{'name': 'Black_White', 'start': 16, 'end': 191}",Black_White
060750,"небезпека для китів: деякі стурбовані зростаючою кількістю корабельного руху, який може призвести до зіткнень з китами, а інші ігнорують цю проблему, вважаючи її несуттєвою .","{'name': 'Black_White', 'start': 21, 'end': 173}",Black_White
060760,"підтримка запровадження мораторію на китобійство: деякі висловлюють підтримку цього кроку, стверджуючи, що китобійство є жорстоким та морально неприпустимим, а інші спротивляються, стверджуючи, що це є частиною традиційної культури .","{'name': 'Black_White', 'start': 50, 'end': 232}",Black_White
060770,"заборона на торгівлю китовим мясом: деякі вітають цей крок як крок до збереження китів, а інші стверджують, що він порушує права індігенних народів, що залежать від китобійства для свого прожиття .","{'name': 'Black_White', 'start': 37, 'end': 197}",Black_White
060780,"переслідування за порушення законодавства про охорону китів: деякі підтримують суворі заходи проти порушників, які займаються незаконним китобійством, а інші висловлюють сумніви щодо ефективності цих заходів .","{'name': 'Black_White', 'start': 61, 'end': 208}",Black_White
060790,"масова загибель китів: деякі використовують цей приклад, щоб підкреслити необхідність додаткових заходів з охорони китів, а інші намагаються звинуватити загибель китів на природні причини .","{'name': 'Black_White', 'start': 23, 'end': 188}",Black_White
060800,"позови до держав та корпорацій через забруднення водойм: деякі вимагають компенсації за забруднення води, яке може завдати шкоди китам, а інші відкидають ці вимоги, стверджуючи, що це лише спроба виправдати екологічні обмеження .","{'name': 'Black_White', 'start': 57, 'end': 228}",Black_White
060810,"використання китового жиру у косметичних продуктах: деякі засуджують цю практику як жорстоку та неприпустиму, а інші вважають її необхідною для забезпечення ефективності косметичних продуктів .","{'name': 'Black_White', 'start': 52, 'end': 192}",Black_White
060820,"проблеми з відновленням популяції китів: деякі висловлюють оптимізм стосовно можливості відновлення популяцій китів, а інші стурбовані недостатністю заходів з їхньої охорони .","{'name': 'Black_White', 'start': 41, 'end': 174}",Black_White
060830,"переговори про зони охорони китів: деякі вбачають у цьому крок до збереження китів та їхнього середовища, а інші стурбовані можливими економічними втратами через обмеження діяльності у визначених районах .","{'name': 'Black_White', 'start': 35, 'end': 204}",Black_White
060840,"підйом курсу bitcoin викликає різні думки серед інвесторів: деякі вважають це відмінним знаком для ринку криптовалюти, підтвердженням її стабільності, а інші стурбовані можливістю нової бульової хвилі, яка може призвести до великих втрат .","{'name': 'Black_White', 'start': 60, 'end': 238}",Black_White
060850,"суперечки навколо регулювання криптовалют: деякі вважають необхідним посилення контролю для запобігання шахрайствам та використанню для незаконних операцій, а інші підтримують безпеку та приватність, що забезпечується децентралізацією .","{'name': 'Black_White', 'start': 43, 'end': 235}",Black_White
060860,"нова криптовалютна платформа запускається з великими амбіціями: деякі вітають нову ініціативу як крок до масового прийняття криптовалют, а інші висловлюють сумніви щодо її надійності та стійкості .","{'name': 'Black_White', 'start': 64, 'end': 196}",Black_White
060870,"дискусії про майбутнє криптовалют: деякі вірять у потенціал зростання курсу та використання в майбутньому як альтернативного засобу платежу, а інші стурбовані можливими ризиками та нестабільністю ринку .","{'name': 'Black_White', 'start': 35, 'end': 202}",Black_White
060880,"важливість освіти про криптовалюту: деякі вбачають у цьому спосіб залучення нових інвесторів та розвитку фінансової грамотності, а інші стурбовані можливими шахрайствами та фінансовими ризиками для недосвідчених користувачів .","{'name': 'Black_White', 'start': 36, 'end': 225}",Black_White
060890,"боротьба за легалізацію криптовалют: деякі підтримують ініціативи з легалізації криптовалют для створення правового фреймворку та забезпечення безпеки, а інші стурбовані можливими наслідками для економіки та фінансової стабільності .","{'name': 'Black_White', 'start': 37, 'end': 232}",Black_White
060900,"нові технології у галузі криптовалют: деякі вбачають у цьому шлях до нових можливостей та революції у фінансовому секторі, а інші побоюються втрати контролю та безпеки в результаті нововведень .","{'name': 'Black_White', 'start': 38, 'end': 193}",Black_White
060910,"падіння курсу криптовалют викликає паніку серед інвесторів: деякі вважають це тимчасовим явищем та можливістю для купівлі на знижених цінах, а інші побоюються подальших втрат та невпевненості на ринку .","{'name': 'Black_White', 'start': 60, 'end': 201}",Black_White
060920,"обговорення про роль криптовалют у майбутньому економіки: деякі вбачають у них новий етап у розвитку глобального фінансового ринку, а інші переживають через можливість фінансових криз та нестабільності .","{'name': 'Black_White', 'start': 58, 'end': 202}",Black_White
060930,"проблеми з безпекою криптовалютних обмінників: деякі вимагають посилення заходів з безпеки та регулювання криптовалютних обмінників, а інші підтримують ідею децентралізації та анонімності .","{'name': 'Black_White', 'start': 47, 'end': 188}",Black_White
060940,"етичні дебати навколо генетичних модифікацій: деякі переконані в необхідності розвитку технологій для корекції генетичних захворювань та поліпшення генетичної спадковості, а інші вважають це порушенням природних процесів та загрозою для людської ідентичності .","{'name': 'Black_White', 'start': 46, 'end': 259}",Black_White
060950," треба тільки мараторій на генетичні модифікації, щоб спасти людство від занепаду! .","{'name': 'Black_White', 'start': 0, 'end': 82}",Black_White
060960, генетичні модифікації порушують етичні норми та відкривають двері для нерівності серед людей! ,"{'name': 'Black_White', 'start': 0, 'end': 94}",Black_White
060970," немає потреби в генетичних модифікаціях, які загрожують цінностям індивідуальності та природної різноманітності! ","{'name': 'Black_White', 'start': 0, 'end': 113}",Black_White
060980," генетична інженерія відкриває скриньку пандори, що призведе до занепаду та знищення людської раси! ","{'name': 'Black_White', 'start': 0, 'end': 99}",Black_White
