544511	0	25
544701	205	210
545090	0	6
545232	107	149
545315	322	401
545315	532	572
545315	307	319
545315	532	572
545315	307	319
545315	322	401
545668	0	20
545668	227	252
545752	158	196
545767	124	130
545767	9	26
545767	237	258
545767	237	243
545767	237	259
545767	237	243
545767	124	130
545767	0	7
545767	40	47
545832	386	423
645654	338	358
645654	348	358
645654	338	358
645654	348	358
645756	284	290
645756	0	20
645756	5	41
645756	284	290
645811	0	22
645811	64	164
645844	18	37
645844	256	278
645844	18	37
645977	196	203
646035	0	46
646035	150	177
646035	0	46
646035	0	46
646035	0	46
646035	150	177
646053	102	127
646255	0	4
646255	13	39
646255	0	4
646255	13	39
646434	236	271
646460	0	4
646557	0	3
646557	0	3
646593	33	35
646653	0	20
646761	180	201
646866	9	13
647048	0	43
647161	114	154
647161	118	128
647161	242	271
647164	0	3
647164	197	213
647174	288	317
647187	83	93
647187	263	271
647199	196	197
647279	182	190
647279	182	190
647279	182	190
647279	182	190
647335	10	27
647335	0	26
647376	9	17
647376	9	17
714627	15	19
714627	33	41
714627	0	19
714627	229	251
714669	0	13
714669	0	13
714721	0	53
714729	151	220
714759	0	4
714759	385	395
714918	197	203
714918	59	109
714918	256	303
714918	361	388
714918	574	623
714918	1046	1086
714918	977	1028
714943	0	32
714982	0	53
714982	238	284
715048	0	26
715117	237	248
715117	158	172
715117	13	24
715117	89	106
715171	0	54
715592	0	54
715592	301	310
715770	0	18
715770	36	42
715770	165	170
715806	0	37
716099	0	62
716099	238	252
716138	9	46
716140	0	3
716140	6	11
716140	6	33
716140	134	200
716163	5	13
716163	0	71
716163	72	170
716163	262	288
716214	0	130
716214	110	117
716214	121	129
716277	1	10
716353	29	37
716353	29	37
716354	0	28
716354	192	312
716540	0	55
716540	142	190
716636	0	6
716636	0	34
717056	244	260
717056	299	319
717056	198	220
717062	0	49
717181	201	210
717181	224	248
717315	0	39
717428	272	313
717523	0	8
717533	155	160
717533	224	230
717610	94	113
717610	93	114
717690	0	39
717871	13	17
717871	193	257
717871	0	24
717871	143	150
718060	0	4
718132	186	192
718142	0	12
718142	0	12
718354	9	27
718354	36	44
718354	383	391
742432	21	72
742432	137	160
742432	241	289
742432	360	391
742432	445	484
745402	0	25
745876	139	145
745876	139	145
745974	0	6
745974	25	45
745974	25	45
746033	0	3
746033	6	21
746058	0	3
746139	18	26
746139	18	26
746169	199	212
746699	0	50
746699	93	248
747170	293	303
747170	176	180
747198	0	40
747214	0	53
747259	0	50
747283	184	218
747283	5	10
747283	95	107
747283	111	143
747283	162	166
747283	52	218
747301	0	98
747346	220	227
747346	251	274
747346	0	45
747353	60	72
747417	163	180
747417	0	50
747481	228	267
747481	239	243
747489	0	52
747502	10	31
747502	197	207
747502	197	207
747502	10	31
772625	139	156
792284	278	286
801846	24	45
801849	80	86
801849	220	245
801849	248	306
801849	93	105
801849	13	27
801849	0	27
801904	132	218
802130	0	34
802130	36	40
802130	36	149
802152	28	34
802156	198	351
802156	198	351
802416	10	30
802416	159	183
802534	17	20
802534	17	20
802635	305	325
802635	331	338
802635	445	539
802635	460	539
802635	16	45
802717	137	260
802824	0	12
802824	192	199
802873	227	262
803167	157	161
803349	0	48
876018	7	26
876042	0	59
876107	45	49
876107	57	66
876107	45	49
876107	57	66
876114	0	20
876114	231	251
876114	344	370
876114	262	334
876114	0	20
876114	262	334
876114	231	251
876114	344	370
876373	0	53
876373	87	187
876423	98	140
876440	113	146
876440	113	146
876460	285	326
876460	346	380
876460	28	33
876460	573	659
876756	0	54
876756	0	54
876756	92	103
876756	187	331
876788	52	63
876788	158	172
876788	181	202
876788	52	63
876788	158	172
876788	181	202
876856	7	12
876856	99	118
876856	182	185
877009	8	81
877225	0	51
877270	0	26
877285	109	118
877285	139	147
877285	109	118
877285	139	147
877549	76	84
877549	76	84
877550	0	3
877550	12	19
877553	159	199
877660	0	3
877715	109	324
877715	163	180
891096	82	86
891096	171	233
891286	87	92
891298	0	22
891298	24	67
891298	0	21
891298	24	67
891573	1	23
891573	0	31
891635	0	21
891635	165	178
891698	198	222
891698	205	212
891774	0	10
891809	0	45
891820	190	204
892222	172	177
892222	305	323
892319	0	28
892319	449	478
892328	0	3
892328	0	3
892422	0	14
892462	176	204
892462	167	204
892611	0	43
892635	0	54
892635	0	24
976074	308	319
976130	177	187
976130	368	375
976175	0	53
976175	183	225
976175	121	173
976196	276	309
976196	0	53
976271	0	28
976277	0	46
976277	147	202
976282	140	142
976282	140	142
976418	251	266
976469	150	285
976483	95	101
976483	135	170
976483	135	170
976483	95	101
976655	147	150
976655	147	150
976743	0	56
977061	0	24
977061	156	204
977061	159	188
977061	0	24
977061	159	188
977061	156	204
977111	189	199
977176	0	45
977216	183	243
977216	0	42
977229	0	33
977229	165	213
977272	0	42
977272	330	392
977272	394	427
977341	0	7
977536	128	210
977633	216	247
977633	188	202
977771	0	45
977821	14	35
977821	181	202
995043	0	134
995233	730	745
995279	0	49
995279	309	320
995304	0	36
995414	0	50
995414	270	367
995502	148	158
995502	48	55
995547	197	276
995599	0	54
996020	0	59
996020	150	154
996020	393	419
996063	0	53
996076	0	47
996249	0	32
996249	224	237
996249	293	335
1062476	94	152
1062476	190	218
1062476	232	258
1062480	0	36
1062480	151	154
1062480	159	226
1062575	0	34
1062722	380	400
1062744	196	210
1062744	196	210
1062751	232	269
1062751	320	343
1063058	311	325
1063082	0	36
1063082	206	219
1063177	0	35
1063217	0	80
1063217	262	336
1063289	0	26
1063460	69	184
1063460	294	315
1063460	157	184
1063460	15	41
1063475	230	304
1063526	154	208
1063603	209	239
1063878	198	237
1063931	113	122
1063931	0	37
1063951	252	298
1063972	0	3
1063972	0	24
1063972	93	117
1064259	29	52
1064259	79	85
1064382	255	261
1064382	255	261
1064385	138	192
1064554	7	13
1064554	7	39
1064725	0	37
1064774	0	42
1064815	0	12
1064815	218	240
1064924	287	313
1065013	187	220
1065063	240	259
1065063	240	259
1065063	7	22
1065091	0	32
1065132	267	275
1065168	238	275
1065168	238	275
1065183	253	296
1065183	253	296
1065286	241	244
1065320	70	75
1065320	222	233
1065320	41	44
1065320	41	44
1065320	70	75
1065320	222	233
1065403	0	26
1065403	207	240
1065537	0	20
1065950	188	191
1066016	190	240
1066016	0	5
1066039	19	33
1066039	92	104
1066110	191	205
1066110	191	205
1066201	233	250
1066201	233	250
1066393	0	27
1066393	28	90
1066393	93	125
1066393	167	202
1066521	0	14
1066770	25	31
1066770	212	244
1066770	212	244
1066770	132	152
1066770	156	209
1066928	191	195
1066929	94	152
1066929	183	218
1066929	235	258
1066929	183	218
1066929	94	152
1066929	235	258
1066985	334	341
1067018	0	8
1067018	394	401
1067041	240	285
1067042	225	239
1067184	276	309
1067252	211	216
1067372	19	40
1067372	226	249
1067452	0	43
1067455	24	28
1067608	0	21
1067608	166	185
1067657	178	216
1067657	208	216
1067692	0	9
1067731	198	221
1067800	0	17
1067800	558	567
1067807	201	255
1067836	166	169
1067836	166	169
1067966	136	244
1067966	0	40
1068003	245	251
1068004	304	313
1068004	304	313
1068114	199	202
1068215	0	6
1068281	0	4
1068281	0	4
1068328	0	34
1068336	62	67
1074939	39	56
1074939	337	347
1074939	204	303
1074939	306	383
1074939	242	303
1074939	337	347
1074939	306	383
1074939	204	303
1074939	242	303
1074939	39	56
1074973	118	169
1074973	118	169
1075036	158	163
1075194	153	207
1075194	229	340
1075194	153	207
1075194	229	340
1075231	374	397
1075234	178	192
1075255	246	262
1075278	218	221
1075278	218	221
1075286	151	175
1075409	0	50
1075434	29	48
1075471	0	26
1075481	19	43
1075481	19	43
1075656	165	209
1075786	71	84
1075786	177	203
1075786	0	66
1075850	167	176
1076133	192	199
1076133	0	4
1076133	0	4
1076133	192	199
1076267	1	39
1079574	0	48
1079574	0	48
1079597	235	259
1079698	0	66
1079698	0	66
1079698	174	257
1079762	179	186
1079941	172	209
1079941	0	42
1079954	261	269
1079969	0	40
1079988	0	49
1080255	0	8
1080255	0	8
1080258	144	177
1080319	0	31
1080696	0	21
1080696	58	95
1080696	98	127
1080696	130	146
1080725	304	313
1080962	230	259
1082585	238	254
1082841	238	273
1082841	617	621
1082841	238	273
1082841	617	621
1082875	178	189
1082875	204	210
1082875	45	135
1082895	25	117
1082895	177	188
1082895	203	209
1083012	0	49
1083120	501	528
1083120	517	528
1083229	331	347
1083357	88	131
1083357	211	223
1083357	211	223
1083357	88	131
1083482	33	38
1083482	33	38
1083677	0	74
1083733	0	29
1083756	180	223
1083756	128	139
1083756	46	115
1083827	0	132
1083860	0	47
1083921	75	82
1083921	75	82
1084192	192	203
1084192	218	224
1084192	45	132
1084781	104	110
1084781	0	36
1110185	1	29
1110271	26	122
1110271	169	211
1110358	225	247
1110358	303	311
1110358	168	215
1110358	252	270
1110358	168	215
1110358	225	247
1110358	252	270
1110358	303	311
1110421	0	44
1110421	222	241
1110466	138	152
1110502	36	56
1110502	220	229
1110502	191	208
1110521	56	62
1110521	236	247
1110521	0	20
1110599	46	50
1110599	127	138
1110599	231	237
1110599	231	237
1110599	0	33
1110599	46	50
1110599	127	138
1110715	51	60
1110738	81	101
1110738	227	231
1110749	391	434
1110768	274	283
1110813	229	280
1110886	0	23
1110886	0	23
1110910	0	65
1110910	98	121
1110910	162	206
1110923	0	57
1110923	203	208
1110946	196	282
1110946	0	56
1110948	250	260
1111034	190	216
1111034	0	40
1111055	233	287
1111060	289	295
1111112	0	31
1111250	267	272
1111279	163	173
1111279	212	245
1111279	0	18
1111279	248	298
1111279	248	305
1111300	298	306
1111300	329	344
1111318	0	18
1111318	117	175
1111318	117	123
1111450	0	25
1111450	218	250
1111450	218	226
1111450	0	5
1111450	229	260
1111450	218	226
1111460	36	43
1111460	251	256
1111550	80	83
1111550	138	148
1111550	197	219
1113785	177	202
1113896	355	379
1113896	355	379
1114030	23	98
1114030	523	576
1114030	173	186
1114227	158	196
1114511	432	444
1114526	218	250
1115375	243	249
1115523	0	4
1115553	98	102
1115553	74	84
1115553	131	158
1115850	241	260
1115975	141	148
1115991	0	56
1115991	287	307
1115991	309	325
1116216	0	20
1116321	7	39
1116329	0	59
1116494	0	12
1116673	70	81
1116673	149	159
1116673	250	266
1116895	169	173
1116920	64	80
1116920	268	291
1117089	0	27
1117089	259	348
1117203	0	41
1117499	170	177
1117730	155	163
1117787	36	53
1117978	218	255
1118015	0	2
1118015	259	288
1118016	123	127
1118016	172	195
1118036	4	8
1128308	232	237
1128308	0	60
1128313	168	201
1128313	121	165
1128313	168	201
1128432	0	6
1128432	221	234
1128432	54	71
1128485	159	165
1128485	261	270
1128485	215	219
1128485	159	165
1128485	215	219
1128485	261	270
1128521	167	193
1128631	42	46
1128631	313	350
1128631	114	135
1128665	0	69
1128665	214	271
1128679	18	25
1128742	0	40
1128742	231	258
1128742	0	40
1128753	258	264
1128753	258	264
1128786	0	53
1128786	3	20
1129020	168	208
1129020	211	228
1129158	186	210
1129158	164	171
1129158	164	171
1129158	186	210
1129172	60	73
1129172	110	128
1129172	165	210
1129172	60	73
1129172	165	210
1129172	110	128
1129216	454	495
1129216	224	236
1129216	248	275
1129216	300	313
1129216	512	519
1129216	170	187
1129216	371	378
1129216	0	5
1129216	61	71
1129216	141	146
1129216	181	187
1129216	248	260
1129216	306	313
1129216	416	425
1129216	454	467
1129375	0	30
1129375	0	30
1129468	0	9
1129468	214	218
1129629	19	47
1129629	19	47
1129829	21	37
1129829	21	37
1129902	0	5
1149760	49	60
1149760	70	88
1152546	122	136
1155514	153	156
1155514	153	155
1155514	424	435
1155514	763	766
1155514	153	155
1161134	605	670
1161134	47	61
1161134	47	61
1161134	392	452
1161134	798	813
1161134	47	61
1161134	605	670
1161134	392	452
1161134	798	813
1161134	47	61
1223264	0	41
1223264	58	73
1223264	665	700
1223264	816	930
1223264	899	904
1223264	932	993
1223264	1020	1035
1223264	19	25
1223264	58	73
1223264	436	442
1223264	397	600
1223264	826	930
1223264	1074	1151
1223448	198	229
1223448	198	229
1223457	370	382
1223457	167	170
1223457	167	170
1223457	426	437
1223659	106	112
1223659	172	195
1223659	198	220
1223830	1843	1926
1223830	171	175
1223830	183	191
1223830	546	553
1223830	1478	1515
1223830	1562	1580
1223830	1928	1941
1223830	546	553
1223830	171	175
1223830	183	191
1223830	546	553
1223830	1478	1515
1223830	1562	1580
1223830	1928	1941
1223830	1843	1926
1223830	546	553
1223843	19	22
1223843	239	242
1223843	256	325
1223843	373	376
1223843	388	393
1223873	1203	1231
1223873	1248	1313
1223873	1203	1231
1223873	1248	1313
1223936	19	22
1223936	239	242
1223936	256	325
1223936	373	376
1223936	388	393
1224012	0	5
1224012	104	113
1224012	124	128
1224063	0	10
1224063	92	106
1224063	164	213
1224063	237	296
1224063	322	385
1224063	387	422
1224063	92	99
1224063	172	178
1224063	277	279
1224063	330	346
1224063	404	409
1224134	80	90
1224134	134	143
1224134	223	292
1224134	83	90
1224134	134	143
1224134	223	292
1224157	4	22
1224157	62	83
1224157	515	529
1224157	1081	1088
1224231	19	36
1224231	54	141
1224231	54	141
1224231	19	36
1224552	811	837
1224552	839	914
1224552	979	1042
1224552	630	648
1224552	703	803
1224552	630	648
1224552	839	914
1224552	703	803
1224552	811	837
1224552	979	1042
1224557	229	233
1224557	57	63
1224608	12	75
1224810	393	458
1224810	2663	2885
1224810	222	263
1224810	2746	2764
1224810	14	35
1224811	714	723
1224811	293	322
1224811	841	874
1224811	746	904
1224811	528	536
1224811	598	625
1224811	628	723
1224811	260	290
1224811	598	626
1224811	260	290
1224811	293	322
1224811	528	536
1224811	628	723
1224811	742	904
1224811	841	874
1224811	714	723
1225064	23	50
1225064	348	399
1225064	576	612
1225064	623	736
1225064	268	287
1225064	404	424
1225064	460	546
1225064	694	736
1225081	139	143
1225081	330	369
1225081	52	58
1225081	372	422
1329644	28	54
1329644	56	147
1329644	1004	1089
1330163	0	73
1330163	130	191
1330265	0	76
1330265	174	244
1330290	21	40
1330290	43	181
1330290	57	74
1330290	21	40
1330290	57	74
1330290	43	181
1330357	477	481
1330399	106	158
1330489	28	58
1330489	90	96
1330489	263	283
1330489	105	214
1330489	217	260
1330489	61	102
1330489	263	283
1330489	90	96
1330489	28	58
1330489	263	283
1330489	217	260
1330489	263	283
1330489	61	102
1330489	105	214
1330505	0	69
1330640	121	143
1330640	35	40
1334611	235	263
1334611	24	31
1334611	104	164
1335179	145	177
1335179	13	142
1365474	0	60
1368856	63	152
1368856	213	229
1371784	0	6
1384119	7	13
1494681	88	96
1494742	195	236
1512583	488	493
1512583	550	606
1512844	241	280
1512844	304	340
1512844	196	216
1512844	206	209
1512844	275	280
1538758	24	45
1538792	0	45
1539180	200	266
1539192	163	177
1539557	9	15
1539557	9	15
1539634	231	281
1539636	0	28
1539636	17	20
1539657	78	91
1539657	0	34
1539657	200	243
1539657	227	243
1539778	0	42
1539778	0	8
1539778	206	220
1539778	206	220
1539862	33	41
1539862	163	169
1540037	102	121
1540037	132	157
1540037	192	244
1540037	192	245
1540037	36	158
1540219	16	19
1540219	7	13
1544958	0	26
1544958	0	26
1546277	10	18
1546277	21	28
1546277	128	198
1546277	145	155
1546277	201	291
1546277	247	251
1546277	420	425
1547861	515	541
1566247	232	246
1566247	129	247
1567709	242	293
1567709	0	73
1571386	0	3
1571386	73	78
1571386	338	344
1571386	13	39
1583178	0	79
1608881	364	373
1608881	478	505
1608881	508	521
1608881	523	535
1608881	537	551
1613210	120	127
1613210	119	146
1613210	119	146
1613210	120	127
1620910	0	50
1622250	128	137
1622250	330	339
1622250	335	339
1624645	58	113
1624645	498	505
1624645	564	570
1624645	737	745
1624645	208	323
1627219	161	229
1627219	46	61
1627219	251	274
1631344	233	242
1631492	0	3
1631492	306	314
1631492	317	339
1632762	0	18
1632850	7	19
1632850	554	637
1632850	554	683
1632850	350	363
1633033	181	189
1633033	83	91
1633033	68	80
1633033	181	189
1633033	83	91
1633033	68	80
1636639	325	376
1636685	879	885
1636685	968	1051
1636685	1183	1219
